Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Preparacion tarjeta venta,Chrome 105.0.0.0,,,2022-09-22 11:34:19,2022-09-22 11:35:51,"1m - 31,767s",PASSED
,,,,,,,
Test Cases/Preparacion tarjeta venta,Chrome 105.0.0.0,,,2022-09-22 11:34:20,2022-09-22 11:35:51,"1m - 30,981s",PASSED
"openBrowser(""https://qabanco.civica.com.co/civica/index.aspx"")",Chrome 105.0.0.0,,,2022-09-22 11:34:21,2022-09-22 11:34:41,"20,127s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-22 11:34:41,2022-09-22 11:34:42,"1,238s",PASSED
maximizeWindow(),Chrome 105.0.0.0,,,2022-09-22 11:34:42,2022-09-22 11:34:42,"0,225s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""))",Chrome 105.0.0.0,,,2022-09-22 11:34:42,2022-09-22 11:34:43,"0,787s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""), findTestData(""Usuarios/Usuarios login"").getValue(1, 1))",Chrome 105.0.0.0,,,2022-09-22 11:34:43,2022-09-22 11:34:48,"4,935s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""))",Chrome 105.0.0.0,,,2022-09-22 11:34:48,2022-09-22 11:34:49,"0,530s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""), findTestData(""Usuarios/Usuarios login"").getValue(2, 1))",Chrome 105.0.0.0,,,2022-09-22 11:34:49,2022-09-22 11:34:50,"0,945s",PASSED
"click(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_btnOk""))",Chrome 105.0.0.0,,,2022-09-22 11:34:50,2022-09-22 11:34:56,"6,128s",PASSED
