Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Preparacion tarjeta venta,Chrome 105.0.0.0,,,2022-09-19 14:41:59,2022-09-19 14:45:01,"3m - 1,559s",PASSED
,,,,,,,
Test Cases/Preparacion tarjeta venta,Chrome 105.0.0.0,,,2022-09-19 14:43:50,2022-09-19 14:45:01,"1m - 10,914s",PASSED
"openBrowser(""https://qabanco.civica.com.co/civica/index.aspx"")",Chrome 105.0.0.0,,,2022-09-19 14:43:50,2022-09-19 14:44:02,"12,236s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-19 14:44:02,2022-09-19 14:44:02,"0,025s",PASSED
maximizeWindow(),Chrome 105.0.0.0,,,2022-09-19 14:44:02,2022-09-19 14:44:03,"0,163s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""))",Chrome 105.0.0.0,,,2022-09-19 14:44:03,2022-09-19 14:44:03,"0,546s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""), findTestData(""Usuarios/Usuarios login"").getValue(1, 1))",Chrome 105.0.0.0,,,2022-09-19 14:44:03,2022-09-19 14:44:04,"0,873s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""))",Chrome 105.0.0.0,,,2022-09-19 14:44:04,2022-09-19 14:44:05,"0,573s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""), findTestData(""Usuarios/Usuarios login"").getValue(2, 1))",Chrome 105.0.0.0,,,2022-09-19 14:44:05,2022-09-19 14:44:06,"1,015s",PASSED
"click(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_btnOk""))",Chrome 105.0.0.0,,,2022-09-19 14:44:06,2022-09-19 14:44:11,"5,448s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-19 14:44:11,2022-09-19 14:44:11,"0,032s",PASSED
"click(findTestObject(""Pagina inicial/Page_Metro de Medelln - Sea bienvenido/em_Atencin_bv""))",Chrome 105.0.0.0,,,2022-09-19 14:44:11,2022-09-19 14:44:12,"1,194s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-19 14:44:12,2022-09-19 14:44:12,"0,043s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln -  Atencin/a_Consultas_at""))",Chrome 105.0.0.0,,,2022-09-19 14:44:12,2022-09-19 14:44:13,"1,146s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-19 14:44:13,2022-09-19 14:44:14,"0,024s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin -  Consultas/a_Extracto PN_atc""))",Chrome 105.0.0.0,,,2022-09-19 14:44:14,2022-09-19 14:44:15,"1,655s",PASSED
"focus(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""))",Chrome 105.0.0.0,,,2022-09-19 14:44:15,2022-09-19 14:44:16,"0,682s",PASSED
"setText(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""), ""1267161"")",Chrome 105.0.0.0,,,2022-09-19 14:44:16,2022-09-19 14:44:17,"0,833s",PASSED
