Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Preparacion tarjeta venta,Chrome 104.0.5112.102,,,2022-09-16 11:57:19,2022-09-16 11:58:33,"1m - 13,329s",PASSED
,,,,,,,
Test Cases/Preparacion tarjeta venta,Chrome 104.0.5112.102,,,2022-09-16 11:57:20,2022-09-16 11:58:33,"1m - 12,545s",PASSED
"openBrowser(""https://qabanco.civica.com.co/civica/index.aspx"")",Chrome 104.0.5112.102,,,2022-09-16 11:57:21,2022-09-16 11:57:33,"11,687s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:33,2022-09-16 11:57:34,"0,604s",PASSED
maximizeWindow(),Chrome 104.0.5112.102,,,2022-09-16 11:57:34,2022-09-16 11:57:34,"0,265s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:34,2022-09-16 11:57:35,"0,655s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""), findTestData(""Usuarios/Usuarios login"").getValue(1, 1))",Chrome 104.0.5112.102,,,2022-09-16 11:57:35,2022-09-16 11:57:37,"2,337s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:37,2022-09-16 11:57:38,"0,571s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""), findTestData(""Usuarios/Usuarios login"").getValue(2, 1))",Chrome 104.0.5112.102,,,2022-09-16 11:57:38,2022-09-16 11:57:39,"0,973s",PASSED
"click(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_btnOk""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:39,2022-09-16 11:57:44,"5,743s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:44,2022-09-16 11:57:44,"0,058s",PASSED
"click(findTestObject(""Pagina inicial/Page_Metro de Medelln - Sea bienvenido/em_Atencin_bv""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:44,2022-09-16 11:57:46,"1,135s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:46,2022-09-16 11:57:46,"0,036s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln -  Atencin/a_Consultas_at""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:46,2022-09-16 11:57:46,"0,887s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:46,2022-09-16 11:57:46,"0,032s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin -  Consultas/a_Extracto PN_atc""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:46,2022-09-16 11:57:48,"1,594s",PASSED
"focus(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:48,2022-09-16 11:57:49,"0,592s",PASSED
"setText(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""), ""3456920"")",Chrome 104.0.5112.102,,,2022-09-16 11:57:49,2022-09-16 11:57:50,"0,852s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1btnBuscar_atcex""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:50,2022-09-16 11:57:51,"1,885s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:51,2022-09-16 11:57:51,"0,038s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/input__ctl00ContentPlaceHolder1btnBuscar_atcexd""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:51,2022-09-16 11:57:54,"2,080s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:54,2022-09-16 11:57:54,"0,049s",PASSED
"saldodebito = getText(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/span_1.009.010.785_atcexd""), STOP_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-09-16 11:57:54,2022-09-16 11:57:54,"0,534s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/em_Adquisicin_atcexd""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:54,2022-09-16 11:57:55,"0,868s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:55,2022-09-16 11:57:55,"0,026s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medellin -  Adquisicin/a_Punto de Venta_adq""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:55,2022-09-16 11:57:56,"0,750s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:56,2022-09-16 11:57:56,"0,035s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Adquisicin - Punto de Venta -  Ajuste de Carga/a_Ajuste de Carga_pdva""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:56,2022-09-16 11:57:57,"1,539s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:57,2022-09-16 11:57:57,"0,032s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Adquisicin - Punto de Venta -  Ajuste de Carga/a_Nuevo Registro_pdva""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:57,2022-09-16 11:57:58,"0,524s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:57:58,2022-09-16 11:57:59,"1,297s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Adquisicion - Punto de Venta -  Ajuste de Carga/input_Apellidos_ctl00ContentPlaceHolder1btnBuscarUsu_pdvab""))",Chrome 104.0.5112.102,,,2022-09-16 11:57:59,2022-09-16 11:58:02,"2,384s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-16 11:58:02,2022-09-16 11:58:02,"0,040s",PASSED
"switchToWindowUrl(""https://qabanco.civica.com.co/Civica/Usuarios/Registros/frmUsuariosPNTarjetaPopup.aspx?nombre=&cedula=&tarjeta="")",Chrome 104.0.5112.102,,,2022-09-16 11:58:02,2022-09-16 11:58:02,"0,183s",PASSED
"focus(findTestObject(""Consulta y ajuste de saldo/Page_Metro Medelln -  ConsulPN/input_Nm. Tarjeta_txtNumeroTarjeta_cpn""))",Chrome 104.0.5112.102,,,2022-09-16 11:58:02,2022-09-16 11:58:02,"0,574s",PASSED
"setText(findTestObject(""Consulta y ajuste de saldo/Page_Metro Medelln -  ConsulPN/input_Nm. Tarjeta_txtNumeroTarjeta_cpn""), ""3456920"")",Chrome 104.0.5112.102,,,2022-09-16 11:58:02,2022-09-16 11:58:03,"0,920s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro Medelln -  ConsulPN/input_REGISTRO BLOQUEADO_btnBuscar_cpn""))",Chrome 104.0.5112.102,,,2022-09-16 11:58:03,2022-09-16 11:58:04,"1,023s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro Medelln -  ConsulPN/img_cpn""))",Chrome 104.0.5112.102,,,2022-09-16 11:58:04,2022-09-16 11:58:05,"0,543s",PASSED
