Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Preparacion tarjeta venta,Chrome 104.0.5112.102,,,2022-09-15 14:05:12,2022-09-15 14:06:49,"1m - 36,509s",PASSED
,,,,,,,
Test Cases/Preparacion tarjeta venta,Chrome 104.0.5112.102,,,2022-09-15 14:05:13,2022-09-15 14:06:49,"1m - 35,532s",PASSED
"openBrowser(""https://qabanco.civica.com.co/civica/index.aspx"")",Chrome 104.0.5112.102,,,2022-09-15 14:05:14,2022-09-15 14:05:35,"21,064s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:05:35,2022-09-15 14:05:36,"0,863s",PASSED
maximizeWindow(),Chrome 104.0.5112.102,,,2022-09-15 14:05:36,2022-09-15 14:05:36,"0,206s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:36,2022-09-15 14:05:37,"0,826s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""), findTestData(""Usuarios/Usuarios login"").getValue(1, 1))",Chrome 104.0.5112.102,,,2022-09-15 14:05:37,2022-09-15 14:05:42,"4,342s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:42,2022-09-15 14:05:42,"0,577s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""), findTestData(""Usuarios/Usuarios login"").getValue(2, 1))",Chrome 104.0.5112.102,,,2022-09-15 14:05:42,2022-09-15 14:05:43,"0,906s",PASSED
"click(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_btnOk""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:43,2022-09-15 14:05:51,"8,217s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:05:51,2022-09-15 14:05:51,"0,049s",PASSED
"click(findTestObject(""Pagina inicial/Page_Metro de Medelln - Sea bienvenido/em_Atencin_bv""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:51,2022-09-15 14:05:52,"1,123s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:05:52,2022-09-15 14:05:53,"0,041s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln -  Atencin/a_Consultas_at""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:53,2022-09-15 14:05:54,"1,311s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:05:54,2022-09-15 14:05:54,"0,044s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin -  Consultas/a_Extracto PN_atc""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:54,2022-09-15 14:05:56,"1,857s",PASSED
"focus(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:56,2022-09-15 14:05:57,"1,022s",PASSED
"setText(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1txtTarjeta_atcex""), ""3456920"")",Chrome 104.0.5112.102,,,2022-09-15 14:05:57,2022-09-15 14:05:58,"0,941s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Atencin - ConsExtraUsuPersNat/input__ctl00ContentPlaceHolder1btnBuscar_atcex""))",Chrome 104.0.5112.102,,,2022-09-15 14:05:58,2022-09-15 14:06:02,"4,131s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:06:02,2022-09-15 14:06:02,"0,022s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/input__ctl00ContentPlaceHolder1btnBuscar_atcexd""))",Chrome 104.0.5112.102,,,2022-09-15 14:06:02,2022-09-15 14:06:05,"3,298s",PASSED
waitForPageLoad(30),Chrome 104.0.5112.102,,,2022-09-15 14:06:05,2022-09-15 14:06:05,"0,085s",PASSED
"saldodebito = getText(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/span_1.009.010.785_atcexd""), STOP_ON_FAILURE)",Chrome 104.0.5112.102,,,2022-09-15 14:06:05,2022-09-15 14:06:06,"0,883s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medelln - Usuarios - ConsExtrUsuPerNatDeta/em_Adquisicin_atcexd""))",Chrome 104.0.5112.102,,,2022-09-15 14:06:06,2022-09-15 14:06:07,"1,031s",PASSED
