Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ajuste Credito,Chrome 105.0.0.0,,,2022-09-22 14:16:34,2022-09-22 14:22:57,"6m - 22,725s",PASSED
,,,,,,,
Test Cases/Ajuste credito - 10000,Chrome 105.0.0.0,,,2022-09-22 14:16:35,2022-09-22 14:18:38,"2m - 3,390s",PASSED
"openBrowser(""https://qabanco.civica.com.co/civica/index.aspx"")",Chrome 105.0.0.0,,,2022-09-22 14:16:36,2022-09-22 14:17:14,"37,706s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-22 14:17:14,2022-09-22 14:17:16,"1,796s",PASSED
maximizeWindow(),Chrome 105.0.0.0,,,2022-09-22 14:17:16,2022-09-22 14:17:16,"0,268s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""))",Chrome 105.0.0.0,,,2022-09-22 14:17:16,2022-09-22 14:17:19,"2,658s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Cdula usuario_txtLogin""), findTestData(""Usuarios/Usuarios login"").getValue(1, 1))",Chrome 105.0.0.0,,,2022-09-22 14:17:19,2022-09-22 14:17:27,"8,871s",PASSED
"focus(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""))",Chrome 105.0.0.0,,,2022-09-22 14:17:27,2022-09-22 14:17:28,"0,598s",PASSED
"setText(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_txtSena""), findTestData(""Usuarios/Usuarios login"").getValue(2, 1))",Chrome 105.0.0.0,,,2022-09-22 14:17:28,2022-09-22 14:17:29,"0,942s",PASSED
"click(findTestObject(""Inicio de sesion - Cívica Calidad/Inicio de sesion_Civica Calidad/input_Contrasea_btnOk""))",Chrome 105.0.0.0,,,2022-09-22 14:17:29,2022-09-22 14:17:36,"6,653s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-22 14:17:36,2022-09-22 14:17:36,"0,074s",PASSED
"click(findTestObject(""Pagina inicial/Page_Metro de Medelln - Sea bienvenido/em_Adquisicin_bv""))",Chrome 105.0.0.0,,,2022-09-22 14:17:36,2022-09-22 14:17:37,"1,031s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-22 14:17:37,2022-09-22 14:17:37,"0,029s",PASSED
"click(findTestObject(""Consulta y ajuste de saldo/Page_Metro de Medellin -  Adquisicin/a_Punto de Venta_adq""))",Chrome 105.0.0.0,,,2022-09-22 14:17:37,2022-09-22 14:17:38,"1,133s",PASSED
waitForPageLoad(30),Chrome 105.0.0.0,,,2022-09-22 14:17:38,2022-09-22 14:17:38,"0,038s",PASSED
